User,cntFollows,cntFollowers,cntWeibo,Content,P_time,P_timestamp,Offset,postURL,userEnd,cntForward,cntComment,cntLike,O_User,O_UserPage,O_Content,O_time,O_timestamp,O_URL,O_userEnd,转发_转发数,转发_评论数,转发_点赞数
中国国际航空,352,328233,9020,置顶                                                                                      #让世界发现你#国航【北京-布达佩斯】航线开航一周年啦！往返特惠1500元起！沉浸在多瑙河幽兰静谧的暮光里，发现历久弥新的古老文明  即日起即可开始抢票，数量有限，先到先得，猛戳链接抢票！O网页链接通过国航官网或拨打95583也可以预定哦！,2016-05-05 09:50,1462409400,0.933897243107769,http://weibo.com/1686727842/Du5wbt5Ab?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,3,5,3,,,,,,,,0,0,0
中国国际航空,352,328233,9020,前阵子发起的#筑梦成行#梦想征集活动中，收到大家的留言和作品，虽不曾见面，可诚挚的语言却让我们的距离如此接近。文字、照片、视频的背后，有一个共同点，“真善美”是大家对这世界共同的期望。愿你梦想成真，愿你岁月静好，愿你创出自己的一片天！,2016-05-06 21:00,1462536000,1,http://weibo.com/1686727842/DujkxrzQ6?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,4,2,7,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#【加拿大东西海岸班芙十二日游】“班芙小镇”位于加拿大阿尔伯达省卡加利西面，整个城镇都是加拿大班芙国家公园的一部分，这里分布着数不尽的瀑布、溪流、山峰和温泉，是真正的一步一景。想去的点这里哦→O【加拿大东西海岸班芙十二日游】这里有山有水...,2016-05-06 18:00,1462525200,0.994360902255639,http://weibo.com/1686727842/Dui9zsacJ?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,3,2,7,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让乐享发现你# 夏天终于来了，妈妈再也不用担心我吃冰淇淋会着凉了 ，评论里写出你最喜欢什么味道的冰淇淋，看有没有一样的~？,2016-05-06 12:30,1462505400,0.984022556390977,http://weibo.com/1686727842/DufZskytu?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,6,9,16,,,,,,,,0,0,0
中国国际航空,352,328233,9020,今天是国航特惠日！ 880元起往返欧、美、澳、非， 550元起往返港澳、日本、韩国、亚太！ 国内机票最高立减30%， 刷银联信用卡立减62元， 注册国航无线，立享赫兹租车优惠最高100美元……还不猛戳链接抢票啦！O网页链接,2016-05-05 17:13,1462435980,0.947775689223058,http://weibo.com/1686727842/Du8pT1kv0?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,8,13,1,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#【人间四月芳菲尽，大连樱花始盛开】2016年的#大连樱花节#将一直持续到5月8日。此次樱花节以“烂漫樱花、醉美旅顺”为主题。樱花园占地近50万平米，拥有三千多棵樱花树，是目前国内外规模最大、樱花树最多、品种最全的樱花园。有在现场的小伙伴吗~？O【五一怎么玩】 人间四月芳菲尽，大连樱花始...,2016-05-05 15:30,1462429800,0.944548872180451,http://weibo.com/1686727842/Du7K722zD?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,5,5,10,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#立夏#立夏是夏季的第一个节气，表示孟夏时节的正式开始，斗指东南，维为立夏，万物至此皆长大，故名立夏也。今天你们有什么习俗啊，快在评论里告诉官微君~,2016-05-05 10:15,1462410900,0.93468045112782,http://weibo.com/1686727842/Du5GkgeLa?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,0,3,11,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让视界发现你#世界辣么大，截图看看你下一个旅游目的地会是哪里～ 官微君截到了埃菲尔铁塔哦,2016-05-04 18:30,1462354200,0.905075187969925,http://weibo.com/1686727842/DtZutBYTX?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,11,19,15,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#充满创意的日本设计师们，总是有很多的奇思妙想，这款看似是能挤出萌萌哒小猫咪的颜料，其实是手工做的颜料胸针！你是不是和官微君一样好奇日本还有哪些意想不到的精彩创意呢？有时间亲自去看看吧～日本特惠机票都在图中了哟～ 点我购票→O网页链接,2016-05-04 16:00,1462345200,0.900375939849624,http://weibo.com/1686727842/DtYvEhblc?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,2,6,3,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让新知发现你#30年前的中国民航飞机长什么样？,2016-05-03 18:00,1462266000,0.859022556390977,http://weibo.com/1686727842/DtPS4BkFu?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,36,33,57,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让乐享发现你#【国航空中餐食丨海派美食特辑新番】这么多好吃的，吃过的小伙伴举爪？ O美食配旅行丨你尝过机上老上海的味道吗？,2016-05-03 13:48,1462250880,0.851127819548872,http://weibo.com/1686727842/DtOdK8fu6?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,5,5,6,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#五一小长假#在评论里写出你现在所在的城市，有同城的可以互相关注一下，说不定就可以约着一起玩了。,2016-05-02 12:00,1462158000,0.802631578947368,http://weibo.com/1686727842/DtE5mmRnd?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,1,112,13,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#五一小长假#来玩个游戏吧？你手机里最近播放的一首歌~最后一句歌词是什么_______？,2016-05-01 12:00,1462071600,0.757518796992481,http://weibo.com/1686727842/DtuET14QV?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,5,30,12,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#五一小长假#又到一年一度的五一黄金假期了！作为社会主义四好青年，官微君果断地投入到看人潮的大流中去！那你们呢？有什么计划______呢？,2016-04-30 12:01,1461985260,0.712437343358396,http://weibo.com/1686727842/DtleyflPe?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,0,4,10,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让乐享发现你#台北是座层次分明的城市，博物馆、风景区、闹市、美食，叠加出这座城市的丰富多彩。除了号称台北美食之王的牛肉面，还有卤肉饭、蚵仔煎、凤梨酥、麻辣火锅、珍珠奶茶等等驰名吃货界的美食！去吃吧吃吧吃吧……,2016-04-29 12:00,1461898800,0.667293233082707,http://weibo.com/1686727842/DtbNT0jAD?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,2,6,14,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#“既然不快乐又不喜欢这里，不如一路向西去大理~”一首《去大理》唱出了多少人的自由心愿，一部《心花怒放》演出了多少人的风花雪月。但在我国西部，美丽的地方却不只是大理，让我们一起去西部寻找藏在心中的诗和远方~O【西游季】以经济舱8折的价格享受公务舱，你...）,2016-04-28 18:00,1461834000,0.633458646616541,http://weibo.com/1686727842/Dt4JtA8GI?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,2,4,4,,,,,,,,0,0,0
中国国际航空,352,328233,9020,,2016-04-28 15:54,1461826440,0.629511278195489,http://weibo.com/1686727842/Dt3U8eXTj?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,1,1,10,国航西南营销中心,/airchinactu?refer_flag=1005055013_,小伙伴们！国航成都-红原4月29日复航啦！！！快去看看雪山、草地、革命圣地。天有多蓝，心就有多自在！最新促销价格390元，数量有限，先到先得！@中国国际航空 抢购地址 O网页链接,2016-04-28 14:11,1461820260,/1732241822/Dt3eyEiUP,专业版微博,4,2,1
中国国际航空,352,328233,9020,#筑梦成行#人生处在最低谷的好处是，无论朝哪个方向努力，都是向上，如果你今天不努力，明天也不努力，那么你的人生只是在重复而已。你要坚信每天叫醒你的不是闹钟，而是心中的梦想，新的一天开始了 ，你唯一应该努力去超越的人，是昨天的自己。小伙伴们快和官微君一起筑梦成行！,2016-04-28 12:01,1461812460,0.622211779448622,http://weibo.com/1686727842/Dt2nCD245?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,12,3,24,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让世界发现你#国航【北京-布达佩斯】航线开航一周年啦！往返特惠1500元起！沉浸在多瑙河幽兰静谧的暮光里，发现历久弥新的古老文明，五一怎么玩，你有点想法了吗？ 即日起即可开始抢票，数量有限，先到先得，猛戳链接抢票！O网页链接通过国航官网或拨打95583也可以预定哦！,2016-04-27 18:59,1461751140,0.590194235588972,http://weibo.com/1686727842/DsVH3176t?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,7,11,10,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#筑梦成行#收到一个段子：“刚上学的时候，就觉得当老师好威风，总是心里痒痒的，于是没事就给隔壁的小孩子上课，有一天把一个4岁的妹妹打哭了，人家找上门来，于是试了人生首次混合双打现在站在讲台上想起来还是感慨万千呢！”坚持这么多年还实现了不容易啊！,2016-04-27 18:00,1461747600,0.588345864661654,http://weibo.com/1686727842/DsVj7kxKy?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,0,2,16,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#克拉玛依的魔鬼城是世界闻名的雅丹地貌，在中国最美的三大雅丹中名列榜首。在魔鬼城，大自然的鬼斧神工被表现的淋漓尽致，在一天里不同的时刻，它还会展现出不同的气质！是爱冒险的伙伴们不能错过的一处美景！【北京到克拉玛依1330元起】详情戳链接→O【西游季】在克拉玛依，你可以... ...,2016-04-27 12:01,1461726060,0.577098997493734,http://weibo.com/1686727842/DsSX5ad4c?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,4,3,8,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#筑梦成行#大家赢免票的机会又来啦！一起来玩游戏?,2016-04-27 10:01,1461718860,0.573339598997494,http://weibo.com/1686727842/DsSasy0jJ?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6,5,3,11,民航资源网,/carnoc?refer_flag=1005055013_,【为国航787-9加油，玩游戏赢首航机票！】5月@中国国际航空 将接收中国首架@波音 787-9。现在开始你将变身国航787-9飞行员，为787-9加油！体验“自在云端，乐享飞行”的飞行乐趣吧！你还有机会获得国航787-9首航机票、国航精美机模等大奖哦。等什么~戳游戏》O网页链接 国航787-9最新资讯 猛...展开全文c,2016-04-26 19:16,1461665760,/1743873607/DsMnawPuV,微博 weibo.com,21,6,17
中国国际航空,352,328233,9020,#让世界发现你#国航【深圳直飞法兰克福】开航特惠520元！含税总价3679元！德国第五大城市——法兰克福，有你要的动感都市风，有你喜欢的宁静古堡范儿，直航又特惠这么棒的事情，手慢可就没票了哦~还不赶紧致电95583或猛戳链接进入国航官网抢票啦~O网页链接,2016-04-26 19:00,1461664800,0.545112781954887,http://weibo.com/1686727842/DsMgTmCDN?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,3,22,12,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#筑梦成行#收到一个消息：“13岁那年夏天，心心念念想自己赚钱为妈妈买礼物，小小的年纪，啥也不会，于是去商场门口发单，求着才以暑期体验生活的名义被同意工作，15元/小时，每天4小时在太阳下汗流浃背，一周黑成煤球。可递给妈妈那条丝巾时我心里甚是快活！”——向懂得感恩致敬！,2016-04-26 18:15,1461662100,0.543703007518797,http://weibo.com/1686727842/DsLYykwCb?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,5,1,21,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让乐享发现你#撸串的季节就要到了！来一盘肥瘦均衡的羊肉串，一盘油汁四溢的五花肉卷金针菇，一盘香气扑鼻的香辣烤翅，一盘辣到通透的碳烤羊蹄，一盘好吃到爆的蒜蓉扇贝，一盘超级大补的大腰子，配上花生毛豆……等等！再来一大杯鲜啤酒，齐了！,2016-04-26 12:57,1461643020,0.533740601503759,http://weibo.com/1686727842/DsJTBfGws?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,9,15,17,,,,,,,,0,0,0
中国国际航空,352,328233,9020,#让旅途发现你#约翰内斯堡，在恩古语中被称为“伊高比”，意思是“黄金”。在这里既有再现18世纪挖金热潮的“黄金城”，也有原始落后的棚户区。高楼大厦林立，公园草地遍布，是一个生机勃勃的的现代化城市。O网页链接,2016-04-25 20:01,1461582060,0.501911027568922,http://weibo.com/1686727842/DsDeW4tJD?from=page_1006061686727842_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,皮皮时光机,4,3,13,,,,,,,,0,0,0
