User,cntFollows,cntFollowers,cntWeibo,Content,P_time,P_timestamp,Offset,postURL,userEnd,cntForward,cntComment,cntLike,O_User,O_UserPage,O_Content,O_time,O_timestamp,O_URL,O_userEnd,转发_转发数,转发_评论数,转发_点赞数
邓超,152,46980198,764,为孩子转发，为童年评论，为天真烂漫嫩出水的小超超点赞#奔跑吧兄弟# L秒拍视频,2016-05-06 19:02,1462528920,1,http://weibo.com/5187664653/DuiyzDW8J?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,4392,5851,125896,,,,,,,,0,0,0
邓超,152,46980198,764,从你的全世界路过@Crystal张天爱,2016-05-06 12:03,1462503780,0.999531372329717,http://weibo.com/5187664653/DufOunktL?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,28209,13988,299129,,,,,,,,0,0,0
邓超,152,46980198,764,等等用自行车和积水画的画,2016-05-05 18:06,1462439160,0.998326809081758,http://weibo.com/5187664653/Du8Lk8U8J?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,4775,13542,436578,,,,,,,,0,0,0
邓超,152,46980198,764,小花妹妹，爸爸今天必须向你坦白，爸爸总是在偷偷地看你，在车上，在吃饭时，在洗澡时，在喝奶时，在厕所里，在玩具房，在和哥哥玩儿时，在手机相册里，在我身边，在我怀里，在你睡着时，看不够，怎么都看不够，我的小天使，我的霸王花，爱你，2岁生日快乐,2016-05-03 15:33,1462257180,0.994934571077061,http://weibo.com/5187664653/DtOU8fvUj?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,21408,56687,1241912,,,,,,,,0,0,0
邓超,152,46980198,764,从下往上，练前的自己～练后完美的自己～练废了的自己。,2016-05-01 16:24,1462087440,0.991770495470305,http://weibo.com/5187664653/DtwnPvYrE?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,19522,29664,622778,,,,,,,,0,0,0
邓超,152,46980198,764,转发评论点赞，送超哥的智慧，胸怀，谦虚，颜值，温暖，儿子，善良，人品和一张七只签名的名牌，come no baby！#奔跑吧兄弟#L秒拍视频,2016-04-29 19:22,1461925320,0.9887484621407,http://weibo.com/5187664653/DteH5t0ZQ?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,43834,46820,335880,,,,,,,,0,0,0
邓超,152,46980198,764,何炅老师，生日快乐，我们爱你@何炅 L秒拍视频 .,2016-04-28 13:44,1461818640,0.986759870260597,http://weibo.com/5187664653/Dt33nsmYB?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,56647,35719,523376,,,,,,,,0,0,0
邓超,152,46980198,764,名字起的太随意了吧,2016-04-27 18:26,1461749160,0.985464713119338,http://weibo.com/5187664653/DsVtkvkdD?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,25914,52115,655653,,,,,,,,0,0,0
邓超,152,46980198,764,每天两顿，晚餐不吃，少油少盐，尽量水煮，蔬菜鸡肉虾为主，每天运动一小时，15天，10斤，拿走不谢。,2016-04-25 19:11,1461579060,0.982293926853819,http://weibo.com/5187664653/DsCUJaFfT?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,41771,91400,589457,,,,,,,,0,0,0
邓超,152,46980198,764,男人追女人时的样子L秒拍视频,2016-04-24 14:09,1461474540,0.980345598926295,http://weibo.com/5187664653/DsrvPtahJ?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,29505,20559,237491,,,,,,,,0,0,0
邓超,152,46980198,764,媳妇写的字@turbosun,2016-04-22 18:16,1461316560,0.977400738172464,http://weibo.com/5187664653/DsagT2s9e?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,8414,23576,731550,,,,,,,,0,0,0
邓超,152,46980198,764,"2016.7.15《陆垚知马伊琍》,@文章同學 @马伊琍 @包贝尔 @陆三三三土",2016-04-22 11:39,1461292740,0.976956716250979,http://weibo.com/5187664653/Ds7FW0aoj?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,1832,5075,174491,,,,,,,,0,0,0
邓超,152,46980198,764,儿子，26年了，我有个秘密一直没告诉你，你没有遗传爸爸的长相一直是爸爸心中的痛，说出来就好了，爸爸今天不哭，爸爸的愿望是：快把儿媳妇带回家，生日快乐@M鹿M L秒拍视频 .,2016-04-20 11:17,1461118620,0.97371099429594,http://weibo.com/5187664653/DrOFZiHTq?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,42161,42560,482531,,,,,,,,0,0,0
邓超,152,46980198,764,女人和你吵架是在撒娇，切记！,2016-04-19 18:07,1461056820,0.972558997874958,http://weibo.com/5187664653/DrHVSqxR3?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,22224,41195,590926,,,,,,,,0,0,0
邓超,152,46980198,764,"Man in  man,happy birthday!@郑恺",2016-04-17 16:44,1460879040,0.969245050889162,http://weibo.com/5187664653/DrowXEDwC?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,7357,11407,417536,,,,,,,,0,0,0
邓超,152,46980198,764,儿子不怕，爸爸在@M鹿M,2016-04-15 22:32,1460727120,0.966413152891175,http://weibo.com/5187664653/Dr7XluIzE?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,36229,34125,551804,,,,,,,,0,0,0
邓超,152,46980198,764,@M鹿M 小鹿儿子，都是因为你，#奔跑吧兄弟#全员开始发友谊的小船。为什么我们不坐飞机？[笑脸],2016-04-15 20:46,1460720760,0.966294597919696,http://weibo.com/5187664653/Dr7glyMS4?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,17365,20609,432660,,,,,,,,0,0,0
邓超,152,46980198,764,一段不可能再看到的视频@邓超 @李晨 @M鹿M L秒拍视频,2016-04-15 17:25,1460708700,0.966069790851135,http://weibo.com/5187664653/Dr5WC9re1?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,48603,19476,367366,,,,,,,,0,0,0
邓超,152,46980198,764,很多年以后，跑男这个节目没有了，我们都成了老头老太太，撕不动名牌，奔跑不起来了，我想，我和你总是能回忆起当年我们共同的快乐时光，那些笑泪交织的瞬间，真好。,2016-04-14 19:57,1460631420,0.964629236103344,http://weibo.com/5187664653/DqXwcpfwG?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,15338,28239,746674,,,,,,,,0,0,0
邓超,152,46980198,764,小花妹妹每天睡觉前都叫我：马，马，马，爸爸马，我跪在地上，她踩着我的大腿上马，现在她还不敢坐直，就平趴在我后背，头侧着埋在我的脖子里，清晰感觉她呼哧呼哧的呼吸，双脚垂在我的腰旁，偶尔她会翻过来躺在爸爸马背上，并聪明的用脚钩在我的挎上，就这样一圈一圈，小花，爸爸真想你就这样不要长大...展开全文c,2016-04-11 22:42,1460382120,0.959982104909965,http://weibo.com/5187664653/Dqwjo4AzC?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,19327,42330,821453,,,,,,,,0,0,0
邓超,152,46980198,764,撩妹儿,2016-04-09 18:06,1460192760,0.956452298400626,http://weibo.com/5187664653/DqbEjfVUT?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,22589,35882,886228,,,,,,,,0,0,0
邓超,152,46980198,764,哪个城市的夜宵最好吃？,2016-04-08 22:30,1460122200,0.955137009283078,http://weibo.com/5187664653/Dq3X8C8M0?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,7172,146801,334790,,,,,,,,0,0,0
邓超,152,46980198,764,,2016-04-08 09:06,1460073960,0.954237781008836,http://weibo.com/5187664653/DpYGY4gqi?from=page_1006055187664653_profile&amp;amp;wvr=6&amp;amp;mod=weibotime,iPhone 6s,52214,14574,369845,,,,,,,,0,0,0
